ID,name,organism,desc,source
MER0034961,Y43f8a.3 g.p.,Caenorhabditis elegans,,
MER0034962,Y71G12A.4 g.p.,Caenorhabditis elegans,,
MER0034963,lact-5 g.p.,Caenorhabditis elegans,,
MER0034964,lact-4 g.p.,Caenorhabditis elegans,,
MER0034967,K01G5.9 g.p.,Caenorhabditis elegans,,
MER0034982,chlapsin,Chlamydomonas reinhardtii,"[A01.096]#A01A#{peptidase unit: 65-307, 490-578}",Q7XB41
MER0035015,DDB_G0273563 g.p.,Dictyostelium discoideum,,
MER0035017,DDB_G0275107 g.p.,Dictyostelium discoideum,,
MER0035021,psmB4-2 g.p.,Dictyostelium discoideum,,
MER0035024,Lp02257p/Cg9850-pa,Drosophila melanogaster,,
MER0035031,CG3589 protein,Drosophila melanogaster,,
MER0035032,CG15820 protein,Drosophila melanogaster,,
MER0035035,CG11309 protein,Drosophila melanogaster,,
MER0035036,Cg8972 protein,Drosophila melanogaster,[S54.A12]#S54#{peptidase unit: 101-351},Q9V641
MER0035038,CG15879 protein,Drosophila melanogaster,,
MER0035041,CG5377,Drosophila melanogaster,,
MER0035042,CG7632,Drosophila melanogaster,,
MER0035043,CG5707 protein,Drosophila melanogaster,,
MER0035044,CG5704 protein,Drosophila melanogaster,,
MER0035089,leucyl aminopeptidase,Bacillus-type,,
MER0035177,PFI0225w g.p.,Plasmodium falciparum,,
MER0035181,PF14_0382 g.p.,Plasmodium falciparum,,
MER0035184,PF3D7_0805000 g.p.,Plasmodium falciparum,,
MER0035185,PFD0185c g.p.,Plasmodium falciparum,,
MER0035190,ROM8 g.p.,Plasmodium falciparum,,
MER0035254,acyl-homoserine lactone acylase,Pseudomonas aeruginosa,[S45.004]#S45#{peptidase unit: 217-762},Q9I194
MER0035255,rhomboid peptidase,Pseudomonas sp.,,
MER0035593,pantetheinyl hydrolase ThnT precursor,Streptomyces cattleya,[P01.101]#P01#{peptidase unit: 282-399},Q83XN4
MER0035973,At5g21950,Arabidopsis thaliana,,
MER0036027,At1g26120,Arabidopsis thaliana-type peptidase,,
MER0036028,At2g45600,Arabidopsis thaliana,,
MER0036029,At5g14310,Arabidopsis thaliana,,
MER0036030,At3g48690,Arabidopsis thaliana,,
MER0036033,At5g23530,Arabidopsis thaliana,,
MER0036034,At2g45610,Arabidopsis thaliana,,
MER0036036,F14F18_80 protein,Arabidopsis thaliana,,
MER0036038,At1g29840,Arabidopsis thaliana,,
MER0036039,At5g16080,Arabidopsis thaliana,,
MER0036040,At3g27320,Arabidopsis thaliana-type peptidase,,
MER0036044,F16b3.4 protein,Arabidopsis thaliana,,
MER0036046,At3g48700,Arabidopsis thaliana,,
MER0036047,At2g39420,Arabidopsis thaliana,,
MER0036048,At2g47630,Arabidopsis thaliana,,
MER0036049,At5g16120,Arabidopsis thaliana,,
MER0036050,At1g18360,Arabidopsis thaliana,,
MER0036051,At1g73480,Arabidopsis thaliana,,
MER0036052,At5g11650,Arabidopsis thaliana,,
MER0036053,At4g36530,Arabidopsis thaliana,,
MER0036054,At5g38520,Arabidopsis thaliana,,
MER0036056,At1g17430,Arabidopsis thaliana,,
MER0036057,At4g36610,Arabidopsis thaliana,,
MER0036059,At3g10840 protein,Arabidopsis thaliana,,
MER0036060,At1g11090,Arabidopsis thaliana,,
MER0036062,At2g39400,Arabidopsis thaliana,,
MER0036063,At2g39410,Arabidopsis thaliana,,
MER0036064,At5g39220,Arabidopsis thaliana,,
MER0036065,At5g19850,Arabidopsis thaliana-type peptidase,,
MER0036066,At4g33180/At4g33190,Arabidopsis thaliana,,
MER0036067,putative epoxide hydrolase,Arabidopsis thaliana,,
MER0036068,At1g78210,Arabidopsis thaliana,,
MER0036069,At4g10050,Arabidopsis thaliana,,
MER0036070,At1g52760,Arabidopsis thaliana-type peptidase,,
MER0036072,At1g68900,Arabidopsis thaliana,,
MER0036073,At1g72620,Arabidopsis thaliana,,
MER0036074,At5g13800,Arabidopsis thaliana,,
MER0036075,AT5G17780 protein,Arabidopsis thaliana,,
MER0036076,At5g09430,Arabidopsis thaliana,,
MER0036078,F16a14.4 protein,Arabidopsis thaliana,,
MER0036079,At5g02970,Arabidopsis thaliana,,
MER0036080,F24B22.200 protein,Arabidopsis thaliana,,
MER0036081,At3g55180,Arabidopsis thaliana,,
MER0036083,At3g09690,Arabidopsis thaliana,,
MER0036084,At4g37470,Arabidopsis thaliana-type peptidase,,
MER0036114,monoglyceride lipase,Brachydanio rerio,[S33.980]#S33#{peptidase unit: 1-300},Q7ZWC2
MER0036115,serhl,Brachydanio rerio,,
MER0036275,deubiquitinating enzyme 6,Mus musculus,,
MER0036276,hypothetical ubiquitin carboxyl-terminal hydrolase USP43,Mus musculus,[C19.979]#C19#{peptidase unit: 60-717},UBP43_MOUSE
MER0036308,cold-active aminopeptidase,Colwellia psychrerythraea-type peptidase,,
MER0036353,mast cell proteinase-4,Ovis aries,,
MER0036359,OET-03 peptidase,Homarus americanus,,
MER0036367,proteolytic lectin,Glossina-type,,
MER0036370,protein 9430007A20RIK,Mus musculus,,
MER0036480,EPI1 protein inhibitor domain 2,Phytophthora infestans,,
MER0036481,EPI1 protein inhibitor domain 1,Phytophthora infestans,,
MER0036485,EPI10,Phythophthora sp.,inhibitor domain 1,
MER0036548,Tmeff2 protein,Mus musculus,[I01.978]#I01#{inhibitor unit: 85-135},TEFF2_MOUSE
MER0036593,{Ancylostoma caninum} anticoagulant peptide c2,Ancylostoma caninum,[I08.010]#I08#{inhibitor unit: 13-77},Q16938
MER0036617,NcPI-S protein,Neospora caninum,,
MER0036621,penthalaris,Ixodes scapularis,,
MER0036635,BmSPI inhibitor,Bombyx mori,,
MER0036666,carp fetuin,Cyprinus carpio,,
MER0036693,cystatin Hv-CPI1,Hordeum vulgare,,
MER0036767,inhibitor TgTI,Toxoplasma gondii,,
MER0036774,cystatin 4,Triticum aestivum,,
MER0036845,CPI-2a cystatin-like inhibitor,Caenorhabditis elegans,,
MER0037004,senescence-associated gene 12,Arabidopsis thaliana,[C01.117]#C01A#{peptidase unit: 130-346},Q38886
MER0037032,cryptostatin,Cryptosporidium parvum,[I42.005]#I42#{inhibitor unit: 71-152},EAK89854-1
MER0037088,serotransferrin precursor,domain 2,,
MER0037142,melanotransferrin domain 2,Homo sapiens,[S60.976]#S60#{peptidase unit: 362-713},TRFM_HUMAN
MER0037181,aminopeptidase SSAP,Streptomyces septatus,,
MER0037196,skin protein 1,Phyllomedusa sauvagii,,
MER0037220,repressor protein phage e14,Escherichia coli,,
MER0037222,insect gut carboxypeptidase-2,Helicoverpa armigera,[M14.031]#M14A#{peptidase unit: 112-424},CAF25189
MER0037224,pro-eosinophil major basic protein,Homo sapiens,[I63.001]#I63#{inhibitor unit: 16-222},EMBP_HUMAN
MER0037230,EGF-like module containing mucin-like hormone receptor-like 2,Homo sapiens,[P02.001]#P02A#{peptidase unit: 478-529},EMR2_HUMAN
MER0037236,"2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase",Burkholderia-type,,
MER0037241,gamma-glutamyl transpeptidase homologue,"chromosome 2, Homo sapiens",and similar,
MER0037246,YhbV protein,Escherichia coli,,
MER0037258,cytotoxin SubAB,Escherichia coli,[S08.121]#S08A#{peptidase unit: 10-319},AAT68785
MER0037278,EGF-like module containing mucin-like hormone receptor-like 1,Homo sapiens,[P02.004]#P02A#{peptidase unit: 546-592},EMR1_HUMAN
MER0037280,EGF-like module containing mucin-like hormone receptor-like 1,Mus musculus,[Ser->Ala replacement],
MER0037286,CD97 antigen,human type,,
MER0037288,EGF-like module containing mucin-like hormone receptor-like 3,Homo sapiens,[P02.003]#P02A#{peptidase unit: 300-346},EMR3_HUMAN
MER0037289,CD97 antigen,mouse-type,,
MER0037290,pepsin A4,Homo sapiens,[A01.070]#A01A#{peptidase unit: 63-388},PEPA4_HUMAN
MER0037291,pepsin A5,Homo sapiens,,
MER0037294,EGF-like module containing mucin-like hormone receptor-like 4,Homo sapiens,[P02.005]#P02A#{peptidase unit: 138-181},EMR4_HUMAN
MER0037714,guanine deaminase,Homo sapiens,[M38.981]#M38#{peptidase unit: 75-332},GUAD_HUMAN
MER0037758,"lactotransferrin precursor, domain 2",Homo sapiens,[S60.970]#S60#{peptidase unit: 359-700},TRFL_HUMAN
MER0037827,H12I13.2 g.p.,Caenorhabditis elegans,,
MER0037829,IdeSsuis peptidase,Streptococcus suis,,
MER0037830,dentipain,Treponema denticola,[C66.002]#C66#{peptidase unit: 333-643},AAS10857
MER0037832,CG15817 protein,Drosophila melanogaster,,
MER0037833,Ulysses retrotransposon retropepsin,Drosophila virilis,[A02.061]#A02A#{peptidase unit: 132-179},Q6I8L1
MER0037839,bat5 peptidase,Mus musculus,[S09.022]#S09X#{peptidase unit: 264-545},BAT5_MOUSE
MER0037840,protein bat5,Homo sapiens,[S09.065]#S09X#{peptidase unit: 264-545},BAT5_HUMAN
MER0037850,liver carboxylesterase 4,rodent,,
MER0037852,liver carboxylesterase,Mus musculus,[S09.964]#S09X#{peptidase unit: 98-464},ESTM_MOUSE
MER0037853,protein phosphatase methylesterase 1,Homo sapiens,[S33.984]#S33#{peptidase unit: 53-371},PME1_HUMAN
MER0037861,BC026374 protein,Mus musculus,,
MER0037862,1700122C07Rik protein,Mus musculus,,
MER0037863,D230019K24Rik peptidase,Mus musculus,,
MER0037867,1300017J02Rik protein,Mus musculus,[S60.977]#S60#{peptidase unit: 19-351},Q8VC96
MER0037868,transferrin homologue protein,Mus musculus,[S60.978]#S60#{peptidase unit: 66-131},TRFE_MOUSE
MER0037869,pepsin,fish,,
MER0037955,PF0204 protein,Pyrococcus furiosus ,,
MER0038019,At4g27450,Arabidopsis thaliana,,
MER0038082,T17F15.230,Arabidopsis thaliana,,
MER0038083,CG8830 protein,Drosophila melanogaster,,
MER0038086,glutamine amidotransferase,Dictyostelium discoideum,[C26.962]#C26#{peptidase unit: 16-267},GUAA_DICDI
MER0038100,CwlO peptidase,Bacillus sp.,,
MER0038141,Hsp31 peptidase,Escherichia coli,[C56.006]#C56#{peptidase unit: 88-244},HCHA_ECOLI
MER0038321,pestivirus NS2 peptidase,,[C74.001]#C74#{peptidase unit: 1441-1522},POLG_BVDVN
MER0038408,sortase C1,Streptococcus sp.,,
MER0038487,cystatin AtCys2,Arabidopsis thaliana,,
MER0038490,Cp-IAP protein,Cydia pomonella granulosis virus-type,,
MER0038515,factor Xa inhibitor BuXI, Bauhinia sp.,,
MER0038558,SIL-14 inhibitor,Streptomyces cyaneus,,
MER0038573,,Homo sapiens,[I25.067]#I25C#{inhibitor unit: 162-268},FETUB_HUMAN
MER0038626,CG11428,Drosophila melanogaster,,
MER0038627,Cg31019-pa,Drosophila melanogaster,,
MER0038668,T25B6.2 g.p.,Caenorhabditis elegans,,
MER0038671,ccpp-6 g.p.,Caenorhabditis elegans,,
MER0038680,cytosolic carboxypeptidase-1,Caenorhabditis elegans,,
MER0038688,PFA0170c g.p.,Plasmodium falciparum,,
MER0038758,LysK isopeptidase,Thermus thermophilus,,
MER0038822,Cg33013-pb protein,Drosophila melanogaster,,
MER0038830,Cg33012 protein,Drosophila melanogaster,,
MER0038831,Cg30047 protein,Drosophila melanogaster,,
MER0038832,Re28322p,Drosophila melanogaster,,
MER0038833,Cg10081 protein,Drosophila melanogaster,,
MER0038874,EGY1 peptidase,Arabidopsis thaliana,,
MER0038875,EGY2 peptidase,Arabidopsis thaliana,,
MER0039039,CG34409 protein,Drosophila melanogaster,,
MER0039040,CG30288 protein,Drosophila melanogaster,,
MER0039077,IP08381 protein,Drosophila melanogaster,,
MER0039087,f25e5.7 g.p.,Caenorhabditis elegans,,
MER0039166,lact-1 g.p.,Caenorhabditis elegans,,
MER0039178,HlSP-type peptidase,Haemaphysalis longicornis,[S01.366]#S01A#{peptidase unit: 217-464},BAD21298
MER0039263,vegetative specific protein h5,Dictyostelium discoideum,,
MER0039409,DDB_G0275611 g.p.,Dictyostelium discoideum,,
MER0039456,Fjoh_2253 protein,Flavobacterium johnsoniae,,
MER0039457,metacaspase-4,Arabidopsis-type,,
MER0039458,metacaspase Atmc5,Arabidopsis sp.,,
MER0039461,metacaspase Atmc6,Arabidopsis thaliana,,
MER0039462,metacaspase mcII-Pa,Picea abies-like peptidase,,
MER0039464,metacaspase Atmc7 g.p.,Arabidopsis thaliana,,
MER0039468,metacaspase Atmc8,Arabidopsis thaliana,,
MER0039469,metacaspase-9,Arabidopsis-type,,
MER0039476,metacaspase TbMCA2,Trypanosoma brucei,[C14.044]#C14B#{peptidase unit: 45-344},CAD24804
MER0039482,metacaspase Yca1,Saccharomyces cerevisiae-type,,
MER0039485,metacaspase PfMCA1,Plasmodium falciparum-like peptidase,,
MER0039490,metacaspase Atmc3,Arabidopsis thaliana,,
MER0039495,dipetalogastin unit 1-2,Dipetalogaster maximus,[I01.962]#I01#{inhibitor unit: 77-120},DPGN_DIPMA
MER0039497,infestin 4,Triatoma infestans,,
MER0039499,infestin 1R,Triatoma infestans,[I01.058]#I01#{inhibitor unit: 241-288},ABC33721
MER0039513,DUB-1A peptidase,Mus musculus,,
MER0039514,DUB-2A peptidase,Mus musculus,,
MER0039929,fragipain,Bacteroides fragilis,,
MER0039993,BF9343_2924 g.p.,Bacteroides sp.,,
MER0040529,bacterial metacaspase,Geobacter sulfurreducens,[C14.048]#C14B#{peptidase unit: 6-149},NP_951773-1
MER0040779,LePepA g.p.,Legionella pneumophila,,
MER0041174,UfSP1 peptidase,Mus musculus,[C78.001]#C78A#{peptidase unit: 1-217},NP_081632
MER0041487,At3g48380 protein,Arabidopsis thaliana,,
MER0041525,DDB_G0282953 protein,Dictyostelium discoideum,,
MER0041647,LonC peptidase,Thermus thermophilus,[S16.007]#S16#{peptidase unit: 442-691},YP_005944-1
MER0041673,cysteinylglycinase,Treponema denticola-like peptidase,,
MER0042387,GSU1437 putative peptidase,Geobacter sulfurreducens,[M48.019]#M48C#{peptidase unit: 64-246},NP_952488-1
MER0042489,enhancin-like peptidase,bacteria,,
MER0042581,imelysin,Pseudomonas aeruginosa,[M75.001]#M75#{peptidase unit: 1-446},Q9HW32
MER0042827,phosphoribosylformylglycinamidine synthase,Homo sapiens,[C56.972]#C56#{peptidase unit: 1072-1170},PUR4_HUMAN
MER0042832,NukT peptidase,Staphylococcus warneri,,
MER0042861,WCP2 peptidase,Triticum aestivum,[C01.131]#C01A#{peptidase unit: 152-371},BAD00046
MER0042863,Plautia stali intestine virus picornain C3,,[C03.015]#C03G#{peptidase unit: 1037-1258},BAA21898
MER0042897,subtilisin LD-1,Bacillus sp. KSM-LD1,[S08.133]#S08A#{peptidase unit: 98-375},BAD02409
MER0042911,At5g62180,Arabidopsis thaliana,,
MER0042913,NDRG4 protein,Homo sapiens,[S33.986]#S33#{peptidase unit: 19-274},NDRG4_HUMAN
MER0042914,NDRG3 protein,Homo sapiens,[S33.987]#S33#{peptidase unit: 15-301},BAB20067
MER0042915,Spock2 protein,Homo sapiens,[I01.980]#I01#{inhibitor unit: 147-192},BAG57576
MER0042954,archaean signal peptide peptidase 1,Pyrococcus horikoshii,[S49.005]#S49C#{peptidase unit: 45-206},BAA30618
MER0042974,At1g63660,Arabidopsis thaliana,,
MER0043003,At1g68620,Arabidopsis thaliana,,
MER0043008,At3g03990,Arabidopsis thaliana-type peptidase,,
MER0043119,Ssy5 peptidase,Saccharomyces cerevisiae,[S64.001]#S64#{peptidase unit: 459-687},SSY5_YEAST
MER0043126,esterase D,Homo sapiens,[S09.990]#S09X#{peptidase unit: 1-281},AAC99788
MER0043138,T28C12.4a g.p.,Caenorhabditis elegans,,
MER0043139,T28C12.5 g.p.,Caenorhabditis elegans,,
MER0043146,brefeldin A esterase,Bacillus subtilis,[S09.951]#S09C#{peptidase unit: 88-352},AAC12774
MER0043147,acetylcholinesterase,Caenorhabditis elegans,,
MER0043195,PFI1100w g.p.,Plasmodium falciparum,,
MER0043199,penicillin-binding protein 4,Neisseria-type peptidase,,
MER0043201,esterase 6,Drosophila melanogaster,,
MER0043264,trypsin inhibitor,Rana areolata,,
MER0043287,AgrB peptidase,Staphylococcus aureus,[C75.001]#C75#{peptidase unit: 1-189},AAW36988
MER0043387,guanine 5'-monophosphate synthetase,Homo sapiens,[C26.950]#C26#{peptidase unit: 43-218},GUAA_HUMAN
MER0043392,TrpD protein,anthranilate synthase component II,,
MER0043394,"aminodeoxychorismate synthase, subunit II",Escherichia coli,[C26.955]#C26#{peptidase unit: 24-187},PABA_ECOLI
MER0043475,gamma-glutamyl peptidase 1,Arabidopsis thaliana,,
MER0043537,GMP synthase,Pyrococcus furiosus,,
MER0043540,"carbamoyl-phosphate synthase, small",Pyrococcus furiosus,,
MER0043651,rabbit endogenous retrovirus endopeptidase,Oryctolagus cuniculus,[A02.024]#A02A#{peptidase unit: 151-252},AAM81190
MER0043825,chymotrypsin inhibitor,Schizolobium parahyba,,
MER0043952,insularinase A,Bothrops insularis,[M12.325]#M12B#{peptidase unit: 192-393},AAU47334
MER0043985,mitochondrial processing peptidase beta subunit domain 2,Saccharomyces cerevisiae,[M16.980]#M16B#{peptidase unit: 30-264},MPPB_YEAST
MER0043995,haemaphysalin unit 2,Haemaphysalis longicornis,[I02.051]#I02#{inhibitor unit: 89-144},HAEMEPHY
MER0043998,ubiquinol-cytochrome c reductase core protein domain 2,Homo sapiens,[M16.981]#M16B#{peptidase unit: 278-471},NP_003356
MER0044046,archaean signal peptide peptidase 2,Thermococcus kodakarensis,[S49.006]#S49B#{peptidase unit: 110-294},BAD85353
MER0044215,streptopain inhibitor,Streptococcus pyogenes,,
MER0044225,amoebiasin-2,Entamoeba histolytica,[I42.003]#I42#{inhibitor unit: 17-88},BAA22021
MER0044350,kraken protein,Drosophila melanogaster,,
MER0044357,homoserine acetyltransferase,Saccharomyces cerevisiae,,
MER0044510,granzyme B,Equus-type,,
MER0044514,metacaspase-1,Plasmodium sp.,,
MER0044553,Mername-AA296 non-peptidase homologue,Homo sapiens,[C56.974]#C56#{peptidase unit: 48-192},BAC03706
MER0044578,At5g41900,Arabidopsis thaliana,,
MER0044580,At1g77420,Arabidopsis thaliana,,
MER0044581,At1g64670,Arabidopsis thaliana,,
MER0044619,SPBP8B7.29,Schizosaccharomyces pombe,,
MER0044620,metacaspase Atmc2,Arabidopsis thaliana,,
MER0044622,trp1,Schizosaccharomyces pombe,,
MER0044627,nicalin,Homo sapiens,[M28.978]#M28X#{peptidase unit: 203-397},NCLN_HUMAN
MER0044633,At4g24150,Arabidopsis thaliana,,
MER0044641,At5g14980,Arabidopsis thaliana,,
MER0044812,At3g27740,Arabidopsis thaliana,,
MER0044815,nucellin,Oryza sativa,[A01.073]#A01B#{peptidase unit: 18-404},ASP1_ORYSI
MER0044819,CG7529 protein,Drosophila melanogaster,,
MER0044847,At5g19290,Arabidopsis thaliana,,
MER0044858,At3g52570,Arabidopsis thaliana,,
MER0044867,CG9542 protein,Drosophila melanogaster,,
MER0044882,At1g25220,Arabidopsis thaliana-like peptidase,,
MER0044889,LD42771 protein,Drosophila melanogaster,,
MER0044899,At1g74280,Arabidopsis thaliana,,
MER0044900,At4g10030,Arabidopsis thaliana,,
MER0044929,picornain-like serine peptidase,Breda-1 torovirus,,
MER0044996,metacaspase-1,Arabidopsis-type,,
MER0045029,viral tegument protein deubiquitinylating peptidase,,[C76.001]#C76#{peptidase unit: 49-221},CAA32311
MER0045094,TRP3 protein,Saccharomyces cerevisiae,[C26.959]#C26#{peptidase unit: 1-241},TRPG_YEAST
MER0045095,para-aminobenzoate synthase,fungi,,
MER0045266,insect gut carboxypeptidase-3,Helicoverpa zea,[M14.032]#M14A#{peptidase unit: 117-428},CAJ30028
MER0045268,ubiquitin-specific peptidase 41,Homo sapiens,[C19.070]#C19#{peptidase unit: 30-319},XP_943081
MER0045280,matrix metallopeptidase-like 1,Homo sapiens,[M10.973]#M10A#{peptidase unit: 28-143},O43923
MER0045376,secernin 1,Homo sapiens,[C69.003]#C69#{peptidase unit: 7-414},SCRN1_HUMAN
MER0045397,cadherin EGF LAG seven-pass G-type receptor 2 precursor,Homo sapiens,,
MER0045450,serpina3g,Mus musculus,,
MER0045467,AT14896 protein,Drosophila melanogaster,,
MER0045469,At5g19630,Arabidopsis thaliana,,
MER0045479,At3g47590,Arabidopsis thaliana,,
MER0045609,allergen Sar s 3,Sarcoptes scabiei,[S01.392]#S01A#{peptidase unit: 30-260},AAR14081
MER0045736,phytocystatin,Actinidia sp.,,
MER0045758,TsCL-1 peptidase,Taenia solium,[C01.127]#C01A#{peptidase unit: 123-339},AAS00027
MER0045809,Mername-AA229 peptidase homologue,Homo sapiens,[S33.988]#S33#{peptidase unit: 17-300},BAA13505
MER0045883,YJU3,Saccharomyces cerevisiae,,
MER0045886,GMP synthase,Saccharomyces cerevisiae,[C26.957]#C26#{peptidase unit: 1-236},GUAA_YEAST
MER0045935,ZC376.2 g.p.,Caenorhabditis elegans,,
MER0045945,carbamoyl-phosphate synthase arginine-specific small chain,Bacillus subtilis,[C26.963]#C26#{peptidase unit: 131-353},CARX_BACSU
MER0046076,organic anion transporter polypeptide-related,Homo sapiens,[I01.972]#I01#{inhibitor unit: 559-603},AAG42207
MER0046161,carbamyl phosphate synthetase,Saccharomyces cerevisiae,[C26.956]#C26#{peptidase unit: 163-436},PYR1_YEAST
MER0046574,mucin 6,Homo sapiens,,
MER0046750,tick carboxypeptidase inhibitor,Rhipicephalus bursa,,
MER0046821,insulysin unit 2,Homo sapiens,[M16.982]#M16A#{peptidase unit: 499-688},IDE_HUMAN
MER0046874,nardilysin unit 2,Homo sapiens,[M16.983]#M16A#{peptidase unit: 630-831},NRDC_HUMAN
MER0047010,haemaphysalin unit 1,Haemaphysalis longicornis,[I02.050]#I02#{inhibitor unit: 27-83},HAEMEPHY
MER0047038,kumamolisin-B,Bacillus coagulans,[S53.005]#S53#{peptidase unit: 1-362},KUMAB
MER0047172,Mername-AA231 pseudogene,Homo sapiens,,
MER0047250,family M12 non-peptidase homologue,Homo sapiens chromosome 15,,
MER0047299,Mername-AA227 peptidase homologue,Homo sapiens,,
MER0047316,Mername-AA232 pseudogene,Homo sapiens,,
MER0047329,Mername-AA230 peptidase homologue,Homo sapiens,,
MER0047379,Mername-AA228 putative signal peptidase,Homo sapiens,[S26.022]#S26B#{peptidase unit: 163-297},UPI00006C0E40
MER0047474,Mername-AA225 peptidase homologue,Homo sapiens,,
MER0047498,Mername-AA234 non-peptidase homologue,Mus musculus,[C56.973]#C56#{peptidase unit: 47-136},AC111111
MER0047522,Mername-AA244 peptidase homologue,Mus musculus,[T01.997]#T01A#{peptidase unit: 17-200},AC121795
MER0047550,Mername-AA233 putative peptidase,Mus musculus,,
MER0047572,Mername-AA235 peptidase homologue,Mus musculus,,
MER0047585,family C26 non-peptidase homologue,Mus musculus,,
MER0047593,Mername-AA241 peptidase homologue,Mus musculus,,
MER0047611,Mername-AA242 peptidase homologue,Mus musculus,,
MER0047634,Mername-AA240 putative peptidase,Mus musculus,,
MER0047654,family M12 non-peptidase homologue,Homo sapiens chromosome 16,,
MER0047699,hemolymph proteinase 14,Manduca sexta,[S01.444]#S01A#{peptidase unit: 363-655},AAR29602
MER0047716,hemolymph proteinase 21,Manduca sexta,[S01.467]#S01A#{peptidase unit: 169-413},AAV91019
MER0047718,PoSl,Pleurotus ostreatus-type peptidase,,
MER0047723,Pep581 peptidase,Prevotella albensis,[M20.012]#M20C#{peptidase unit: 7-481},CAI29416
